,1940,1950,1960,1970,1980,1990,2000,2010
mn0000128440,,,,4.876256258614873e-05,6.556875466246518e-05,5.626015857509849e-05,9.783611718218307e-05,0.00011266223353640621
mn0000661524,,,,0.00015209191192756225,0.0002266807072382364,0.00022040988761667487,0.00021635198152119886,0.0002455519080660011
mn0000361393,,,,6.942404775184506e-05,0.0004224791047171958,0.000569393943493342,0.0006988384946464653,0.0008461613272399326
mn0000776093,,,,,3.822406715628288e-05,3.348651678190275e-05,6.26840499753317e-05,7.394357055014995e-05
mn0000237205,,,,,0.0005858120141192916,0.0006203121814430566,0.000643561274165262,0.0006917457213516995
mn0000366164,,,7.821536571351394e-05,0.00011525657523670332,0.00028666625434910394,0.00034910643902187356,0.00032421043039693143,0.00033778915564134136
mn0000193705,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000752314,,,,,3.6868208955395453e-05,0.0002370135200968827,0.0004961601335810694,0.0005479430424108137
mn0000346336,,,0.0005018390584284777,0.001187760218331386,0.0015919214420117714,0.0018648665515507829,0.0020975751475029642,0.00213034268730101
mn0000413524,,,,5.73251181121418e-05,0.00012940561691214135,0.00015771581626520596,0.0002420541915976437,0.00024815344670067285
mn0000275715,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000266160,0.0007362443157519022,0.0007602361446164042,0.0012248750220560495,0.0011376356881709804,0.0010858471533493166,0.0009851780468817517,0.0009706033498800281,0.0009581436357857272
mn0000333634,,,0.00022485622101843872,0.00022370111464866936,0.00022459644754061953,0.00024096529381865384,0.0002501325363557596,0.000240214169463001
mn0000075747,,,,0.0004442689068053493,0.0009305100846426876,0.0012551508402713764,0.001463937028443208,0.0014071624071408714
mn0000128495,,,,,,3.5148639387836564e-05,6.42809654706556e-05,6.369906426342534e-05
mn0000577531,0.001444485032368485,0.001955721981178623,0.002518679817784358,0.002386047125094183,0.002211136136717007,0.002004886827058657,0.0020223100552480408,0.0019868829655933476
mn0000988257,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000010982,,,,,3.078586874660647e-05,5.637516149148153e-05,6.977350398331581e-05,6.600244154948077e-05
mn0000490004,,,,0.0006122824168490827,0.001213421919586464,0.0016184233083506622,0.0017470324784386161,0.0017035074366530075
mn0000540883,,,,,0.00011499197378718533,0.00020328847312817732,0.0002121316571969371,0.00019571246011478377
mn0002680237,,,,,,,,9.451615888813151e-06
mn0000002411,,,0.00010421460492539667,0.00031797152016619214,0.000488799109669283,0.0005242396069906793,0.0005509740857966115,0.0005567031677820506
mn0000129430,,,,8.466897245998069e-05,0.00011959797559806837,0.00017124459102408295,0.00019603210671292448,0.0002103589026963708
mn0000696150,,,,,,,2.4428157132187667e-05,3.112170072633531e-05
mn0000387815,,,,0.00014469071436786103,0.00028480480081870886,0.0004974210327343552,0.0005690676542846004,0.0005938491060466649
mn0000750519,,,0.0002993767767201907,0.0005090429689936732,0.0006507349819171922,0.0007383212165916592,0.0007789365358376137,0.0008153811254579528
mn0000084803,,,0.00011984534688907683,0.000171962107806153,0.00023741791933055788,0.00018587696492583188,0.000160310509230944,0.00016112745570447343
mn0000343665,,,,,3.078586874660647e-05,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000412227,,,,,,2.4523952966065094e-05,1.5305425316082683e-05,1.3464594562428366e-05
mn0000117569,,,,,5.7038333721934966e-05,2.4523952966065094e-05,1.5305425316082683e-05,1.3464594562428366e-05
mn0001649881,,,,,,,1.0744059408030193e-05,9.451615888813151e-06
mn0000753706,,,,,,,3.261739731717584e-05,2.889073008097613e-05
mn0000010299,,,,6.557065382594714e-05,4.1401557534425297e-05,2.311403360376725e-05,1.4424046770140565e-05,1.2689076134626498e-05
mn0000238115,,0.0010733611154995258,0.0021111832613763624,0.002155652461453526,0.00200021442129525,0.0018242801345228073,0.001708045883014956,0.0017354544823387627
mn0000246885,,0.0001957069813040387,0.00017556000693791786,0.00018238942542645682,0.0001320056380050182,8.356297142850583e-05,6.192984052091045e-05,5.76271327791649e-05
mn0000964011,,,,6.639044236970741e-05,4.191857921851908e-05,2.3401742312336506e-05,1.7082468471735048e-05,1.5477423408839925e-05
mn0000414251,,,0.0008393808918049656,0.0009615817533270652,0.0009769782991355528,0.0009466275895713948,0.0008921221720655535,0.0008935377947120868
mn0000015762,,,,5.807892257901922e-05,3.666808622345338e-05,2.7791783761205668e-05,1.7340217578769312e-05,1.5254626455976613e-05
mn0000569068,,,,5.807892257901922e-05,3.666808622345338e-05,2.0475048013090397e-05,1.2778851670716822e-05,1.1241647782361398e-05
mn0000828408,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000077283,,,,,6.918028481329286e-05,0.0004650039078975,0.0003789983679070988,0.00038057937338624237
mn0000507491,,,,,,0.00018130327677544936,0.00019481190990005483,0.00021249646150605332
mn0000892827,,,,,,9.451270302403838e-05,0.00016494734456760977,0.00018983259912661458
mn0000382455,,,,,,0.00016278905247019026,0.0001565999239310732,0.00016339550890885285
mn0000581262,,,7.821536571351394e-05,4.876256258614873e-05,4.3111722748423834e-05,2.57872786300197e-05,1.679137385081276e-05,1.4924189180282953e-05
mn0000923935,,,0.00010628184131950421,0.00011414188649326874,7.806507023934984e-05,4.7811858337563535e-05,3.252632787180161e-05,2.9528606225182994e-05
mn0000677781,,0.00020109986622750812,0.0003598019476797373,0.00032467687834518167,0.00031841068348376246,0.00026349584502418,0.00026821897431962175,0.00027381350481405566
mn0000150768,,,,5.2540526127370635e-05,3.41270011235565e-05,1.9194674226710215e-05,1.2034279200991083e-05,1.0598236608220806e-05
mn0000741307,,,8.4876162701604e-05,5.2540526127370635e-05,3.41270011235565e-05,1.9194674226710215e-05,1.2034279200991083e-05,1.0598236608220806e-05
mn0000138833,,,0.00011760540757533796,0.00020474751586619711,0.0002096231762200848,0.00024076514458883436,0.0002589896572405353,0.0002805916840139759
mn0000830319,,0.00017968621580934503,0.00015789757610740643,0.0001032447428944446,0.00011875746920048882,6.966439312818265e-05,4.780553389813711e-05,4.360370002731976e-05
mn0000674011,,,9.320215893671658e-05,6.488879625577379e-05,4.758559107837205e-05,2.9493539848109033e-05,2.4313629388423312e-05,2.210678211067744e-05
mn0000403120,0.0035704906169581082,0.0043500889948490185,0.0037756521675562874,0.0032480946180926634,0.0028372986319429873,0.00252724405123945,0.0023594396759244905,0.0023372428722435584
mn0000077262,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000129004,,,,,3.4067426868522535e-05,2.6353136903093913e-05,1.647481573658408e-05,1.44933911003808e-05
mn0000815236,,,,4.876256258614873e-05,3.078586874660647e-05,2.4523952966065094e-05,1.6319062184538793e-05,1.5086000087121382e-05
mn0003736051,,,,,,,,9.451615888813151e-06
mn0000761179,,,,,,2.196309545422475e-05,6.332208477742503e-05,0.00017898755776565078
mn0002455573,,,,,,,1.0744059408030193e-05,1.0454860557216954e-05
mn0000921002,,,,7.353777045095126e-05,5.6369187981066424e-05,5.2270701940547936e-05,4.232641501463005e-05,4.21068282166466e-05
mn0001013175,,,,,,,1.9866791224135177e-05,3.0408282295470387e-05
mn0000005882,,,0.0001297398050716615,0.0005686925463108635,0.0008083098887383987,0.0008318194485223693,0.0008754808538552325,0.0008726798241726819
mn0000397880,,,,5.220930731569026e-05,0.00010282994856214497,0.00019337817076462522,0.0002621890703106629,0.00028397897629169386
mn0000175286,,0.0001602216744534919,0.0001467919112224736,0.00013975133225259569,0.00012099237096053603,0.00016316915866730194,0.00019916331741634736,0.00020464012054580402
mn0000898309,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000988440,,,0.00016433332810214174,0.00022301545540798665,0.0003216906321628587,0.00040793465356786523,0.0003880865198584902,0.00037794793994419003
mn0000333464,,,,,3.603636174167217e-05,6.950795043430641e-05,6.876828323116181e-05,6.074754130567493e-05
mn0000233862,,,,0.00014691408111350287,0.0001336737932267984,0.00016701884604117896,0.0001640371683097332,0.0001643866797151005
mn0000071514,,,0.000324874698513145,0.0006266009740071251,0.0007596863123702433,0.000790608431496452,0.0008233490980582098,0.0008001905793542241
mn0000136220,0.002471210920626649,0.001710581642841025,0.0014984428837514733,0.0014705449664696312,0.0012646480123908305,0.0010586531816139686,0.0009221280913464576,0.0008712404898961655
mn0000677991,,,,4.876256258614873e-05,3.559882065875003e-05,3.2754084077801984e-05,2.636107283758464e-05,2.3202251589727478e-05
mn0001606345,,,,,,,1.0744059408030193e-05,1.078927544668489e-05
mn0000575429,,,,,3.967126849812978e-05,3.1090981531218304e-05,3.391591865239452e-05,3.2274963633913654e-05
mn0000198302,,,,,5.992709814221009e-05,5.746833902399413e-05,6.082754624054071e-05,6.234604742763738e-05
mn0000988117,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000489209,,,,4.876256258614873e-05,7.892278779553166e-05,0.000131094248060966,0.00010896283058941213,0.00010202848790103018
mn0000416245,,,,0.00018179611191818007,0.00021386944128787708,0.0002967581374120864,0.0002599122858647065,0.00024180030919237992
mn0000324117,,,,,,,1.0744059408030193e-05,9.451615888813151e-06
mn0000914671,,,,,,,1.0744059408030193e-05,9.451615888813151e-06
mn0000043444,,,7.821536571351394e-05,4.876256258614873e-05,7.966640355956263e-05,6.5694842169099e-05,5.1436453666812816e-05,4.542389770607409e-05
mn0000678950,,0.0001602216744534919,8.561625125583623e-05,8.108513954993614e-05,6.934617172019583e-05,4.888873479476793e-05,3.821469785065517e-05,3.366660150978596e-05
mn0003147295,,,,,,,,9.451615888813151e-06
mn0000386560,,,,,,,2.915242896552775e-05,4.578061282921098e-05
mn0000079016,0.003908284623506692,0.0037623471006521057,0.0034172439995913463,0.0029923631645467795,0.0025530989009835115,0.0022018271446087446,0.00213306870004691,0.0021873800898700563
mn0000574035,,,,,,,1.0744059408030193e-05,2.4643606581785036e-05
mn0002877943,,,,,,,,1.145810522562076e-05
mn0000013923,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000931202,,,0.00066680087942776,0.0006821983936850798,0.0006472230014163428,0.0005957876044012657,0.0005600736509525712,0.0005431968264471754
mn0001475652,,,,,3.078586874660647e-05,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000193025,,,,,3.078586874660647e-05,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000020278,,,,7.4103640841896e-05,0.00010565695073713505,0.00012193612178219635,0.0001173354263897291,0.00014275361795318417
mn0000290072,,,9.378605997138682e-05,9.075234865820939e-05,9.236579602268543e-05,9.709301061114461e-05,0.00011110903208456138,0.00013006255800239908
mn0000669473,,,,6.86930618607662e-05,6.579994143874659e-05,5.703761888290319e-05,5.177312397750034e-05,5.380588370766029e-05
mn0000078044,,,7.821536571351394e-05,6.25818107287978e-05,7.324279432188393e-05,7.42880133612523e-05,9.231103730731435e-05,0.00011184565122116107
mn0000316834,,0.0002442190109038723,0.00044312809376020337,0.0006056254532822953,0.0008180440393504435,0.0009381160370612476,0.00098587603604426,0.0010816713160787428
mn0000151469,,0.0001722310348108343,9.315971799225167e-05,6.403029445361664e-05,4.5499507831489824e-05,3.314028293166282e-05,2.7863136350363923e-05,2.6317626745908687e-05
mn0000236646,,0.00020146223017192911,0.00010808850065314504,8.885860634475951e-05,7.481379492683558e-05,5.947959748058673e-05,5.369996881187659e-05,5.160593910756986e-05
mn0000060726,0.0008950661676720706,0.0017733034239788845,0.002056815418735519,0.002048499529933768,0.0019753930317533467,0.0018759409145097257,0.0018190287740410358,0.0018050744158093956
mn0000757873,0.006614871898586747,0.004594942356529707,0.004191639680007529,0.0037021559064558717,0.003225637282957884,0.0027116926480055784,0.0024783214762079888,0.002401539520480333
mn0000654490,,0.00046020123747296716,0.00041077712239797834,0.0003648053322281866,0.0003555760546470443,0.0003125836396691211,0.0002806622337612393,0.00027706534743277705
mn0000212317,0.0005811714571981965,0.000306833732337372,0.00015568877383938587,0.0001247394127940733,0.00010772244788178325,6.664998583663203e-05,4.465234278546917e-05,4.0062203368736954e-05
mn0000275401,0.0070938379594998185,0.005120669894623306,0.004767906124839477,0.0043429741355468605,0.003931874843393796,0.003556555247621042,0.0032968487779215594,0.0031977221252039324
mn0000003829,0.0027067191256205316,0.0033711902395978563,0.0035305874118409914,0.0034136772563854198,0.0032228131705361414,0.0029465217399561273,0.002737548378503487,0.0026771706606948296
mn0000011807,,,,,,1.7207217217949824e-05,1.0744059408030193e-05,9.451615888813151e-06
mn0000074878,,,,4.876256258614873e-05,3.9786713881004815e-05,3.331037069994897e-05,2.0713902035630638e-05,1.8222840704000694e-05
mn0000254075,,,7.821536571351394e-05,4.876256258614873e-05,3.341111524413932e-05,2.5987300115688147e-05,1.6217698497693182e-05,1.4267190297151408e-05
mn0000387790,,,,,,,1.0744059408030193e-05,9.451615888813151e-06
mn0000629564,,,,0.00014901914804287515,0.0004215875487417361,0.0005632681394809232,0.000687047844868379,0.0007038548042039839
mn0000249973,,,,0.0001627529633375484,0.00019444879870288094,0.00027801268474213713,0.0003547398166526117,0.0003661266582738738
mn0000553500,,,,,,,1.0744059408030193e-05,9.451615888813151e-06
mn0000790732,,,,6.261509557062906e-05,8.497270064127813e-05,0.00014703636358827645,0.00016678188438390532,0.00015815727724098033
mn0000543595,,,,,,2.456328821863439e-05,1.9583671217579292e-05,1.760828201252313e-05
mn0000001098,,,,,4.1639487895798814e-05,0.00015350193886199808,0.00017298978102305997,0.00015643787822204204
mn0000007920,,,,,3.820227403144842e-05,0.00011397224974762055,0.00014954507139153627,0.00013863683456249003
mn0000349157,,,,,5.8111141473096137e-05,0.00018033473700368303,0.00022921980298979961,0.00022689943053500584
mn0000799771,,,,,3.471671911724389e-05,2.5677650356480744e-05,1.9405849083431346e-05,1.833715838407775e-05
mn0000883318,,,,,5.256545213718702e-05,0.00015719975712434492,0.0001579843952060092,0.00015938172490115383
mn0000749734,,,0.00010041802234048082,0.0001923577525923023,0.00027824296759555224,0.00031490410024841316,0.0003356016684684072,0.0003275698042436563
mn0000114342,,,0.00017489867455688744,0.0003911898379724721,0.0007124055756745136,0.0007785463438178549,0.0008716940332142982,0.0008809716666895157
mn0000037730,,,,,,0.0001475953113497688,0.0002128287152709526,0.00019708581443532815
mn0000771438,,,0.00014413552194746148,0.00029531868014864393,0.0009450705721765238,0.0013736595957993104,0.0015083062178687398,0.0014239674879818194
mn0000509223,,,,,3.7122248014694625e-05,6.581838284980844e-05,9.118092122432084e-05,8.322841731677593e-05
