,1940,1950,1960,1970,1980,1990,2000,2010
mn0000233862,,,,-0.002677376171352075,-0.0032397408207343412,-0.0008547008547008547,0.0015105740181268882,0.006598240469208211
mn0000071514,,,-0.015037593984962405,0.009828009828009828,0.04230769230769231,0.09431137724550898,0.13188220230473752,0.13950617283950617
mn0000136220,,,,,,,,
mn0000677991,,,,,0.0,-0.0020800832033281333,-0.0013357079252003562,-0.0012981393336218088
mn0001606345,,,,,,,,
mn0000575429,,,,,-0.007722007722007722,-0.007978723404255319,-0.009746588693957114,-0.010948905109489052
mn0000198302,,,,,-0.0018867924528301887,-0.003952569169960474,-0.0023140495867768596,-0.0022116903633491313
mn0000988117,,,,,,,,
mn0000489209,,,,,-0.0024630541871921183,-0.004476776720761052,-0.0033984706881903144,-0.0032599837000814994
mn0000416245,,,,-0.017857142857142856,-0.024247491638795988,-0.03077816492450639,-0.02104791759964174,-0.01937984496124031
mn0000324117,,,,,,,,
mn0000914671,,,,,,,,
mn0000043444,,,,,0.0,-0.0136986301369863,-0.04878048780487805,-0.047619047619047616
mn0000678950,,,0.1,0.0625,-0.07692307692307693,-0.024390243902439025,0.022727272727272728,0.022727272727272728
mn0003147295,,,,,,,,
mn0000386560,,,,,,,0.006486486486486486,0.006730769230769231
mn0000079016,-0.009389671361502348,0.032640949554896145,0.08256880733944955,0.09036144578313253,0.10338345864661654,0.12479201331114809,0.17424242424242425,0.18962962962962962
mn0000574035,,,,,,,,0.0015392508978963571
mn0002877943,,,,,,,,0.0035087719298245615
mn0000013923,,,,,,,,
mn0000931202,,,-0.036057692307692304,-0.02835538752362949,-0.025684931506849314,-0.02190923317683881,-0.020114942528735632,-0.019417475728155338
mn0001475652,,,,,,,,
mn0000193025,,,,,,,,
mn0000020278,,,,-0.0035087719298245615,-0.01977401129943503,-0.028446389496717725,-0.028933092224231464,-0.02422145328719723
mn0000290072,,,0.0,-0.009523809523809525,-0.007194244604316547,-0.009857612267250822,-0.004152823920265781,-0.00703125
mn0000669473,,,,,,,,
mn0000078044,,,,-0.002352941176470588,-0.004571428571428572,-0.00579950289975145,-0.009180327868852459,-0.008395522388059701
mn0000316834,,-0.017241379310344827,-0.05063291139240506,-0.03872053872053872,-0.011816838995568686,0.030418250950570342,0.06651884700665188,0.07296137339055794
mn0000151469,,-0.008695652173913044,0.0,0.0,0.0,0.0,0.004739336492890996,0.0047169811320754715
mn0000236646,,0.0,-0.00847457627118644,-0.007575757575757576,-0.007246376811594203,-0.006289308176100629,-0.00558659217877095,-0.005405405405405406
mn0000060726,0.009345794392523364,0.11956521739130435,0.13063063063063063,0.1282051282051282,0.12448132780082988,0.12601626016260162,0.12601626016260162,0.12601626016260162
mn0000757873,0.20454545454545456,0.27586206896551724,0.39473684210526316,0.39759036144578314,0.39285714285714285,0.4157303370786517,0.4222222222222222,0.4222222222222222
mn0000654490,,,,,,-0.02654867256637168,-0.02586206896551724,-0.02564102564102564
mn0000212317,,,,,,,,
mn0000275401,,,,,,,,
mn0000003829,0.09375,0.21153846153846154,0.3129251700680272,0.3352601156069364,0.3389830508474576,0.3548387096774194,0.35751295336787564,0.36082474226804123
mn0000011807,,,,,,,,
mn0000074878,,,,,,,,
mn0000254075,,,,,-0.0016181229773462784,0.0,0.0,0.0
mn0000387790,,,,,,,,
mn0000629564,,,,-0.02335456475583864,-0.02506265664160401,-0.01949634443541836,-0.00904977375565611,-0.007731958762886598
mn0000249973,,,,-0.004887585532746823,-0.007121661721068249,0.0007902015013828526,0.005049005049005049,0.006178039876439202
mn0000553500,,,,,,,,
mn0000790732,,,,0.0008097165991902834,-0.004067402672864613,-0.0037910699241786015,-0.00032938076416337287,0.0
mn0000543595,,,,,,-0.008090614886731391,-0.004291845493562232,-0.0039603960396039604
mn0000001098,,,,,-0.0039303761931499155,-0.0052668539325842695,-0.0031031807602792862,-0.003200393894633186
mn0000007920,,,,,-0.00437636761487965,-0.017167381974248927,-0.017206063088897994,-0.01629802095459837
mn0000349157,,,,,-0.010895883777239709,-0.015460295151089248,-0.010880316518298714,-0.009868421052631578
mn0000799771,,,,,-0.0041928721174004195,-0.00130718954248366,-0.0018885741265344666,-0.0017905102954341987
mn0000883318,,,,,0.0,0.013858497447118891,0.01888888888888889,0.02103049421661409
mn0000749734,,,0.0016420361247947454,-0.011970534069981584,-0.00980392156862745,-0.006259027443428021,-0.0034775888717156105,-0.0029861888764464353
mn0000114342,,,-0.014675052410901468,-0.02237926972909305,-0.014096185737976783,-0.006277463904582548,-0.000998003992015968,0.0023923444976076554
mn0000037730,,,,,,0.0033088235294117647,0.006845564074479737,0.006772597030476686
mn0000771438,,,-0.010615711252653927,-0.0033259423503325942,0.04402054292002935,0.06581632653061224,0.07664233576642336,0.0779169929522318
mn0000509223,,,,,-0.004285714285714286,0.0,-0.0005467468562055768,0.0
mn0000357406,,,,,-0.004302925989672977,-0.010341726618705036,-0.0008703220191470844,0.004286096972944013
mn0000957085,,,,,-0.0024390243902439024,0.0008285004142502071,-0.0006329113924050633,-0.0006038647342995169
mn0000806829,,,,,0.00264783759929391,-0.0010770059235325794,-0.001051156271899089,-0.0009664948453608248
mn0000996500,,,,,,,,
mn0003593696,,,,,,,,
mn0000858827,,,,-0.013061224489795919,-0.023809523809523808,-0.023602033405954976,-0.020027434842249656,-0.017950052029136316
mn0000361014,,,,,,0.00816326530612245,0.023809523809523808,0.06989247311827956
mn0000628467,,,,,,0.008888888888888889,-0.006711409395973154,0.010380622837370242
mn0000765595,,,,,,-0.024752475247524754,-0.016260162601626018,-0.0021141649048625794
mn0000224257,,,,,,-0.0182370820668693,0.023206751054852322,0.045368620037807186
mn0000516929,,,,,,0.005,0.005449591280653951,0.004273504273504274
mn0003809890,,,,,,,,
mn0000096613,,,,0.0,0.0009208103130755065,-0.0006978367062107466,0.004923413566739606,0.007322175732217573
mn0000234325,,,-0.03888888888888889,-0.05963302752293578,-0.05737704918032787,-0.033783783783783786,-0.01652892561983471,-0.013157894736842105
mn0000686897,,,,-0.006289308176100629,-0.00510204081632653,-0.005063291139240506,-0.0031508467900748325,-0.0026335590669676447
mn0000194063,,,,,,,-0.011406844106463879,-0.013745704467353952
mn0000014651,,-0.01875,-0.04938271604938271,-0.05,-0.053824362606232294,-0.04245283018867924,-0.00404040404040404,0.017578125
mn0003559564,,,,,,,,
mn0000225930,,,,,,0.0006583278472679394,0.0026327336551118913,0.0032428050263477908
mn0000747445,,,,-0.010794896957801767,-0.011370814908401769,-0.010737628384687208,-0.005357142857142857,-0.002031832035218422
mn0000803009,,,,,,-0.003790271636133923,-0.0021635655560363477,-0.0007974481658692185
mn0000774660,,,,,,-0.004137931034482759,-0.0027958993476234857,-0.001718213058419244
mn0000936190,,,,,0.0007558578987150416,0.0005246589716684155,0.004422999597909127,0.006125574272588055
mn0000381371,,,,,,-0.00202020202020202,0.004511278195488722,0.004291845493562232
mn0000532717,,,,,,,,
mn0000187907,,,,,,,0.012658227848101266,0.01020408163265306
mn0000559405,,,,,,,0.0056022408963585435,0.00819672131147541
mn0000954592,,,,,,,,
mn0000138699,,-0.005494505494505495,-0.01517706576728499,0.01520086862106406,0.034782608695652174,0.052521008403361345,0.05950920245398773,0.06343506882106523
mn0000496525,,-0.0072992700729927005,-0.01834862385321101,-0.0035971223021582736,-0.006309148264984227,0.0,0.005063291139240506,0.009950248756218905
mn0000506513,,,,,-0.0015015015015015015,-0.003463203463203463,-0.0017241379310344827,-0.0016207455429497568
mn0000673577,,,,,,,-0.005988023952095809,-0.005847953216374269
mn0000988638,,,0.0018181818181818182,0.021065675340768277,0.03421309872922776,0.03494837172359015,0.043132050431320505,0.044516129032258066
mn0000863102,,,,,,0.0005558643690939411,0.008798775822494262,0.01003584229390681
mn0000615119,,,,-0.007067137809187279,-0.008555133079847909,-0.0030075187969924814,0.020072992700729927,0.022941176470588236
mn0000267543,,,,,,,,
mn0000131650,,,,-0.009845288326300985,-0.013026819923371647,-0.008200675349734683,0.0034482758620689655,0.003883495145631068
mn0000780005,,,,,,,-0.0108499095840868,-0.011400651465798045
mn0000133719,,,,,,0.0011173184357541898,0.0075440067057837385,0.008090614886731391
mn0000942335,,,,,,,,-0.0011792452830188679
mn0000246628,,,,,,,,
mn0002479981,,,,,,,,
mn0000070026,,,,,,0.00202020202020202,0.0014204545454545455,0.002642007926023778
mn0000842802,,,,0.004136504653567736,0.0042796005706134095,0.0065065065065065065,0.013556618819776715,0.014041745730550285
mn0000017580,,,,,,,,
mn0000771269,,,,,,,,
mn0003504280,,,,,,,,
mn0000792275,,,,-0.0018050541516245488,-0.0035545023696682463,-0.0017467248908296944,0.0,0.0
mn0000555654,,,,,-0.005942275042444821,-0.0035671819262782403,-0.0023584905660377358,-0.0009037505648441031
mn0000818432,,,,,-0.002512562814070352,-0.002654867256637168,-0.00332667997338656,-0.0025173064820641915
mn0000428717,,,-0.011210762331838564,-0.007978723404255319,-0.0041109969167523125,-0.0008149959250203749,0.0013577732518669382,0.0013253810470510272
mn0000404345,,,-0.0034662045060658577,0.0010449320794148381,0.0007668711656441718,0.002302820955670697,0.0023934897079942556,0.0027881040892193307
mn0002660027,,,,,,,,
mn0000793848,,,,,,,0.001303780964797914,0.004796163069544364
mn0000174470,,,,,,0.006259780907668232,0.007594936708860759,0.009501187648456057
mn0000156886,,,,0.001610305958132045,0.0013698630136986301,0.0021929824561403508,0.001953125,0.0019102196752626551
mn0000957296,,,-0.014245014245014245,-0.012195121951219513,-0.02385008517887564,-0.02546916890080429,-0.01527614571092832,-0.01261467889908257
mn0000484396,,-0.05,-0.017391304347826087,0.005555555555555556,0.02702702702702703,0.048484848484848485,0.05467625899280575,0.055793991416309016
mn0000753685,,,-0.008849557522123894,-0.004359197907585004,-0.003238341968911917,-0.0009398496240601503,0.0038299502106472617,0.005115089514066497
mn0000234518,0.3356164383561644,0.35978835978835977,0.38317757009345793,0.3826086956521739,0.3697478991596639,0.403921568627451,0.4153846153846154,0.41762452107279696
mn0001614010,,,,,,,,
mn0000791318,,,-0.004739336492890996,0.003194888178913738,0.0027100271002710027,-0.002325581395348837,-0.002183406113537118,-0.002150537634408602
mn0000490416,-0.037037037037037035,-0.055299539170506916,-0.0035335689045936395,0.01238390092879257,0.037037037037037035,0.0546875,0.07,0.07231920199501247
mn0000738182,,,,0.015267175572519083,0.012738853503184714,0.015151515151515152,0.02262443438914027,0.022321428571428572
mn0000423829,-0.01809954751131222,-0.08333333333333333,-0.074719800747198,-0.05682859761686526,-0.04670750382848392,-0.009410288582183186,0.0011500862564692352,0.004501969611705121
mn0000796070,,,,,,,,
mn0000522377,,,,-0.0008396305625524769,-0.0029568302779420462,-0.0016535758577924762,0.000974025974025974,0.0006207324643078833
mn0000204901,-0.07246376811594203,-0.08372093023255814,-0.1,-0.10725552050473186,-0.1111111111111111,-0.09927360774818401,-0.10187110187110188,-0.09580838323353294
